epoch,lr,train_loss,train_dice,val_loss,val_dice,seconds
50,1.28759527e-04,0.512867,0.913704,0.846220,0.867075,33.27
51,1.26252495e-04,0.518758,0.911437,0.796336,0.880407,37.52
52,1.23727814e-04,0.504090,0.916242,0.883253,0.847844,33.83
53,1.21187213e-04,0.508692,0.911689,0.854808,0.851874,31.63
54,1.18632435e-04,0.502711,0.914239,0.978771,0.844212,34.56
55,1.16065229e-04,0.495929,0.915223,0.925749,0.865291,33.70
56,1.13487356e-04,0.485456,0.917996,0.776094,0.881207,32.34
57,1.10900582e-04,0.531617,0.909269,0.953139,0.850466,32.16
58,1.08306680e-04,0.491420,0.916206,0.870983,0.855061,41.14
59,1.05707428e-04,0.470557,0.924892,0.878959,0.851084,36.29
60,1.03104606e-04,0.473296,0.923555,0.896430,0.866815,37.43
61,1.00500000e-04,0.466949,0.924095,0.865752,0.861817,37.83
62,9.78953936e-05,0.469682,0.922577,0.853487,0.882961,32.55
63,9.52925724e-05,0.458896,0.927140,0.820069,0.880595,32.33
64,9.26933200e-05,0.458301,0.926684,0.869158,0.851040,35.29
65,9.00994179e-05,0.462846,0.926276,0.843592,0.871800,36.92
66,8.75126439e-05,0.481535,0.921515,0.856738,0.857148,35.25
67,8.49347707e-05,0.459372,0.927877,0.866819,0.860130,32.25
68,8.23675652e-05,0.445328,0.930334,0.866141,0.879979,35.07
69,7.98127868e-05,0.434556,0.933184,0.875746,0.872340,32.47
70,7.72721863e-05,0.447448,0.933804,0.835164,0.879386,32.72
71,7.47475050e-05,0.445534,0.933764,0.869328,0.881874,31.18
72,7.22404732e-05,0.425527,0.936517,0.798796,0.880217,35.18
73,6.97528091e-05,0.427122,0.940140,0.839013,0.865698,35.09
74,6.72862175e-05,0.442604,0.931854,0.874695,0.884307,31.46
75,6.48423890e-05,0.417776,0.940298,0.900558,0.859977,39.72
76,6.24229985e-05,0.429785,0.935876,0.831467,0.884010,36.80
77,6.00297040e-05,0.422420,0.938788,0.854766,0.858232,37.71
78,5.76641459e-05,0.431791,0.935638,0.924324,0.878169,33.02
79,5.53279453e-05,0.424128,0.940665,0.851027,0.880063,32.49
80,5.30227034e-05,0.429675,0.937797,0.866113,0.888882,35.61
81,5.07500000e-05,0.413902,0.941189,0.869747,0.876015,33.80
82,4.85113928e-05,0.417574,0.939343,0.881658,0.880097,38.40
83,4.63084160e-05,0.424772,0.939273,0.849840,0.870966,35.75
84,4.41425794e-05,0.414505,0.942031,0.856117,0.872349,32.23
85,4.20153674e-05,0.428044,0.936743,0.840596,0.881310,32.61
86,3.99282378e-05,0.409061,0.944013,0.841573,0.879530,29.66
87,3.78826211e-05,0.394752,0.949709,0.844357,0.884505,31.06
88,3.58799192e-05,0.404052,0.946239,0.859680,0.889331,32.86
89,3.39215047e-05,0.398410,0.944249,0.819149,0.888944,32.86
90,3.20087197e-05,0.404801,0.944304,0.861814,0.889149,32.08
91,3.01428753e-05,0.393445,0.947797,0.856865,0.886826,36.48
92,2.83252501e-05,0.391120,0.948149,0.871944,0.882832,36.06
93,2.65570899e-05,0.399712,0.945694,0.885129,0.863981,33.50
94,2.48396064e-05,0.396671,0.946444,0.878588,0.871885,37.10
95,2.31739768e-05,0.391949,0.947889,0.849024,0.885813,34.22
96,2.15613426e-05,0.410500,0.942077,0.832409,0.888301,36.80
97,2.00028091e-05,0.396056,0.946047,0.828679,0.885641,32.10
98,1.84994442e-05,0.387186,0.948582,0.846634,0.884144,35.88
99,1.70522785e-05,0.385430,0.950070,0.848175,0.891297,34.74
100,1.56623036e-05,0.388398,0.950530,0.837669,0.886273,38.25
101,1.43304723e-05,0.395014,0.947156,0.826431,0.885467,40.15
102,1.30576973e-05,0.386753,0.947468,0.842158,0.885125,33.63
103,1.18448508e-05,0.391409,0.946587,0.834949,0.889947,41.23
104,1.06927642e-05,0.382876,0.950735,0.845196,0.885964,36.70
105,9.60222696e-06,0.384213,0.950824,0.842502,0.887357,38.09
106,8.57398652e-06,0.367101,0.955788,0.851415,0.890268,35.87
107,7.60874756e-06,0.387821,0.949389,0.848272,0.886944,35.99
108,6.70717164e-06,0.380035,0.951753,0.862237,0.885565,37.01
109,5.86987663e-06,0.390225,0.948902,0.857966,0.887551,37.43
110,5.09743638e-06,0.372841,0.954024,0.857269,0.887498,36.57
111,4.39038028e-06,0.378671,0.952796,0.853789,0.888019,35.43
112,3.74919292e-06,0.388550,0.948989,0.853701,0.888241,30.71
113,3.17431373e-06,0.376602,0.952442,0.851432,0.888338,34.60
114,2.66613670e-06,0.384981,0.949391,0.854531,0.888358,35.72
115,2.22501011e-06,0.383852,0.951647,0.847945,0.887952,40.49
116,1.85123629e-06,0.388654,0.950354,0.850899,0.887374,35.74
117,1.54507141e-06,0.370881,0.954624,0.853144,0.887793,38.00
118,1.30672529e-06,0.383490,0.950132,0.851662,0.887701,37.81
119,1.13636129e-06,0.368762,0.956541,0.852316,0.888021,33.56
120,1.03409616e-06,0.377737,0.952542,0.848609,0.887903,34.85
