epoch,lr,train_loss,train_dice,val_loss,val_dice,seconds
137,6.39517705e-06,0.158869,0.982451,0.614738,0.892564,14.57
138,5.96245994e-06,0.160275,0.982387,0.610089,0.893171,13.88
139,5.54691290e-06,0.165388,0.982000,0.611977,0.892653,14.21
140,5.14869612e-06,0.164190,0.981572,0.610424,0.894962,14.95
141,4.76796314e-06,0.161067,0.981713,0.609851,0.894855,18.25
142,4.40486073e-06,0.158335,0.982889,0.606490,0.896910,15.99
143,4.05952887e-06,0.158569,0.982565,0.614887,0.894364,19.23
144,3.73210070e-06,0.161104,0.981806,0.620303,0.891290,20.73
145,3.42270244e-06,0.155654,0.982334,0.614121,0.892856,17.15
146,3.13145338e-06,0.161671,0.981992,0.617033,0.892261,14.97
147,2.85846580e-06,0.162230,0.981744,0.620644,0.891634,13.97
148,2.60384493e-06,0.155439,0.982987,0.625031,0.891152,17.42
149,2.36768894e-06,0.156851,0.982884,0.627011,0.889505,16.21
150,2.15008887e-06,0.156022,0.982848,0.622693,0.890951,18.63
151,1.95112862e-06,0.159024,0.982154,0.615232,0.892000,16.06
152,1.77088488e-06,0.157614,0.980870,0.624129,0.890509,15.52
153,1.60942714e-06,0.163333,0.981415,0.616992,0.891368,14.58
154,1.46681765e-06,0.157434,0.982341,0.618154,0.891393,16.64
155,1.34311138e-06,0.159306,0.981800,0.620264,0.891521,15.22
156,1.23835603e-06,0.153804,0.982802,0.620621,0.890784,15.42
157,1.15259198e-06,0.158648,0.982311,0.623214,0.890261,16.80
158,1.08585230e-06,0.151989,0.983620,0.623788,0.890532,14.48
159,1.03816271e-06,0.157165,0.982358,0.621478,0.890152,24.78
160,1.00954160e-06,0.160114,0.982259,0.620736,0.889951,16.29
