epoch,lr,train_loss,train_dice,val_loss,val_dice,seconds
1,2.00000000e-04,1.623316,0.594600,1.480234,0.616362,34.86
2,1.99965904e-04,1.420950,0.674862,1.335891,0.734255,35.16
3,1.99863639e-04,1.311003,0.734878,1.238400,0.781124,34.19
4,1.99693275e-04,1.240057,0.736624,1.191337,0.729180,39.14
5,1.99454929e-04,1.164019,0.778088,1.098751,0.807680,33.22
6,1.99148764e-04,1.134766,0.763670,1.053192,0.807228,33.15
7,1.98774990e-04,1.071740,0.798433,1.030682,0.794145,39.23
8,1.98333863e-04,1.031759,0.808637,0.944012,0.828147,34.12
9,1.97825686e-04,1.018232,0.798170,0.912694,0.822166,37.63
10,1.97250807e-04,0.957826,0.823965,0.902908,0.808375,35.48
11,1.96609620e-04,0.922778,0.832958,0.874146,0.817331,36.30
12,1.95902564e-04,0.901454,0.844191,0.856383,0.815611,33.91
13,1.95130123e-04,0.909133,0.828662,0.812403,0.821772,38.31
14,1.94292828e-04,0.835435,0.841736,0.818368,0.831492,33.36
15,1.93391252e-04,0.846573,0.843583,0.780541,0.827441,33.67
16,1.92426013e-04,0.849094,0.839645,0.760555,0.830621,35.95
17,1.91397773e-04,0.790989,0.845634,0.789741,0.818631,33.14
18,1.90307236e-04,0.834697,0.841649,0.824797,0.803688,32.28
19,1.89155149e-04,0.805490,0.840627,0.772798,0.816127,35.05
20,1.87942303e-04,0.781419,0.850517,0.827508,0.794623,34.68
21,1.86669528e-04,0.779508,0.848313,0.735265,0.829889,32.46
22,1.85337696e-04,0.742373,0.851668,0.785111,0.814995,37.43
23,1.83947722e-04,0.732761,0.861076,0.748362,0.826148,33.04
24,1.82500556e-04,0.731886,0.855004,0.758241,0.811893,39.34
25,1.80997191e-04,0.698435,0.869414,0.781427,0.795400,32.78
26,1.79438657e-04,0.685224,0.868683,0.756360,0.813182,33.10
27,1.77826023e-04,0.706359,0.872461,0.804026,0.795066,36.01
28,1.76160394e-04,0.680800,0.869675,0.744145,0.823572,38.17
29,1.74442910e-04,0.698722,0.877427,0.721654,0.831194,36.33
30,1.72674750e-04,0.662329,0.874782,0.735830,0.823054,35.96
31,1.70857125e-04,0.664212,0.882521,0.852221,0.779353,32.68
32,1.68991280e-04,0.677410,0.873683,0.725215,0.838683,32.75
33,1.67078495e-04,0.623665,0.887361,0.724373,0.823821,36.15
34,1.65120081e-04,0.632008,0.880096,0.729900,0.832213,35.98
35,1.63117379e-04,0.626409,0.883023,0.713652,0.828061,38.43
36,1.61071762e-04,0.634768,0.878256,0.752666,0.824117,30.86
37,1.58984633e-04,0.598371,0.886860,0.737762,0.815362,42.91
38,1.56857421e-04,0.615349,0.889124,0.744049,0.822298,31.87
39,1.54691584e-04,0.637341,0.881648,0.753402,0.812717,35.37
40,1.52488607e-04,0.599059,0.890329,0.709815,0.837722,38.98
41,1.50250000e-04,0.623517,0.886217,0.728980,0.821287,31.34
42,1.47977297e-04,0.583051,0.887288,0.716678,0.825559,36.75
43,1.45672055e-04,0.633299,0.883098,0.751652,0.823700,33.80
44,1.43335854e-04,0.573430,0.896390,0.741783,0.810178,42.43
45,1.40970296e-04,0.591517,0.896561,0.756266,0.813785,32.94
46,1.38577002e-04,0.581090,0.894478,0.712674,0.830717,33.26
47,1.36157611e-04,0.577716,0.891517,0.674637,0.828411,33.34
48,1.33713782e-04,0.555975,0.902045,0.666699,0.842466,37.90
49,1.31247191e-04,0.536788,0.910184,0.692553,0.843441,41.78
50,1.28759527e-04,0.558292,0.905516,0.807548,0.797725,39.22
51,1.26252495e-04,0.524208,0.910005,0.728021,0.833037,37.71
52,1.23727814e-04,0.540500,0.905174,0.736853,0.831123,32.80
53,1.21187213e-04,0.527174,0.914769,0.731473,0.829292,35.22
54,1.18632435e-04,0.535241,0.908685,0.733462,0.830086,36.85
55,1.16065229e-04,0.544343,0.903728,0.760221,0.826073,41.10
56,1.13487356e-04,0.536577,0.910241,0.699064,0.830265,37.64
57,1.10900582e-04,0.542149,0.906705,0.718291,0.839709,37.01
58,1.08306680e-04,0.522971,0.917527,0.742692,0.816836,42.68
59,1.05707428e-04,0.510143,0.918399,0.706670,0.844057,36.51
60,1.03104606e-04,0.495776,0.923490,0.674972,0.843241,37.19
61,1.00500000e-04,0.506984,0.920753,0.661752,0.841127,34.73
62,9.78953936e-05,0.501011,0.918605,0.730234,0.811317,33.97
63,9.52925724e-05,0.503017,0.919898,0.829475,0.805469,30.17
64,9.26933200e-05,0.521036,0.921285,0.734649,0.822511,37.09
65,9.00994179e-05,0.509556,0.917937,0.712474,0.834989,34.18
66,8.75126439e-05,0.478512,0.926763,0.709462,0.836832,33.65
67,8.49347707e-05,0.490604,0.926580,0.712895,0.835882,35.27
68,8.23675652e-05,0.463035,0.931866,0.702928,0.834160,29.53
69,7.98127868e-05,0.464768,0.929254,0.721392,0.826682,36.63
70,7.72721863e-05,0.492063,0.918733,0.693235,0.835161,33.49
71,7.47475050e-05,0.465835,0.930677,0.778537,0.814462,40.02
72,7.22404732e-05,0.468058,0.930093,0.690779,0.849799,34.01
73,6.97528091e-05,0.471650,0.928409,0.714677,0.828538,35.44
74,6.72862175e-05,0.473481,0.928214,0.688865,0.832518,32.09
75,6.48423890e-05,0.490040,0.925986,0.722158,0.825900,38.84
76,6.24229985e-05,0.471547,0.932915,0.753376,0.818590,34.14
77,6.00297040e-05,0.470223,0.928542,0.680604,0.846132,33.73
78,5.76641459e-05,0.468419,0.925031,0.732176,0.821086,31.93
79,5.53279453e-05,0.454679,0.933723,0.719091,0.831933,32.93
80,5.30227034e-05,0.454046,0.935419,0.701077,0.829901,35.38
81,5.07500000e-05,0.434690,0.940110,0.674796,0.846113,38.00
82,4.85113928e-05,0.442488,0.936417,0.707081,0.844670,33.35
83,4.63084160e-05,0.437793,0.937651,0.724181,0.828447,32.73
84,4.41425794e-05,0.443950,0.934942,0.680708,0.839935,35.07
85,4.20153674e-05,0.441006,0.940859,0.702013,0.836052,34.05
86,3.99282378e-05,0.437138,0.939192,0.701316,0.837432,37.99
87,3.78826211e-05,0.422158,0.941995,0.695738,0.846311,36.60
88,3.58799192e-05,0.450952,0.935233,0.682864,0.837298,38.55
89,3.39215047e-05,0.430048,0.941401,0.716326,0.826909,39.58
90,3.20087197e-05,0.434773,0.939873,0.713133,0.833424,39.00
91,3.01428753e-05,0.421549,0.945950,0.708494,0.830211,40.50
92,2.83252501e-05,0.415280,0.946350,0.678595,0.842715,30.72
93,2.65570899e-05,0.429880,0.942937,0.680965,0.841586,36.61
94,2.48396064e-05,0.425331,0.944326,0.690429,0.828433,35.15
